docno,text
d415,"up r.e.m. electronic, rock contains insert with lyrics. the end of d1 includes the short song ""i'm not over you"" which is only listed on the lyric insert re-cut by kevin gray at cohearent audio and pressed on 180-gram vinyl at memphis records pressing. hype sticker: 25th anniversary edition includes the singles ""daysleeper"" ""lotus"" & ""at my most beautiful"" 180-gram 2-lp set ""all these years later, it still has resonance... up will always remain a strikingly gorgeous album"" - stereogum cr00547 recording: la casa del elefante, seattle toast, san francisco john keane studios, athens additional recording on d3 at baby monster studios, new york. mixing at rpm studios, new york john keane studios, athens hit factory, new york tree sound studios, atlanta strings recorded at tree sound studios, atlanta mastered at sterling sound © ℗ 1998 r.e.m./athens, l.l.c. made in usa all songs ©1998 temporary music (bmi) except b1 ©1998 sony/atv songs llc/temporary music (bmi). this song contains elements of ""suzanne"" by leonard cohen ©1967 sony/atv songs llc admin. by sony/atv music publishing. temporary music administered in this quote-unquote world by warner-tamerlane publishing corp."
d416,"call off the search katie melua jazz, pop gatefold sleeve"
d417,now then: the very best of richard hawley richard hawley rock gatefold card sleeve. version names for 1-5 and 2-12 noted in booklet but not on sleeve. track durations do not appear on release.
d418,"teenage dream katy perry electronic, pop available on urban outfitters exclusive cotton candy pink vinyl housed in gatefold packaging with printed inner sleeves."
d419,"danse macabre duran duran pop exclusive spotify edition limited to 1,550 pressed"
d420,solo concerts: bremen / lausanne keith jarrett comes in a hard box cover with a 12-page booklet.
d421,symptoms of survival dying wish (2) rock limited to 1000. tracks are listed sequentially the way they appear on the backside of the jacket.
d422,"oxymoreworks jean-michel jarre electronic made in the eu. special thanks to: isabelle warnier, bernadette mangin, beatrice henry, virginie borgeaud bigot, theresa pighin, patrick mushatsi-kareba, nikolas <<bakkes>> bakhtari and all the team sony music gsa/columbia, alex greenberg, jon bills. ℗ & © 2023 music affair entertainment ltd. homage to left side opening digipak with 8-page booklet."
d423,"am grund morlockk dilemma hip hop includes ""stich zu"" comic from pablo perra. limited to 800 copies."
d424,"desire, i want to turn into you caroline polachek electronic, pop released as a clear tray jewel case. track durations don't appear on the release."
d425,last day of summer summer walker funk / soul 5 year anniversary edition with exclusive cover and translucent blue vinyl
d426,"keep walkin': singles, demos & rarities 1965–1978 nancy sinatra lita color edition"
d427,very necessary salt 'n' pepa hip hop salt-n-pepa's multi-platinum classic on 2lp
d428,gowanus death stomp gravesend (2) rock b1 variant.
d429,"hackney diamonds rolling stones rock, blues "
d430,"misfits & mistakes (singles, b-sides & strays 2007-2023) superchunk rock "
d431,brother cane brother cane rock 
d432,paris 1968 live at l'olympia theatre the jimi hendrix experience rock hype sticker: amazon music exclusive vinyl 1raw10638s1
d433,metal mickey suede rock 
d434,live in maui jimi hendrix experience rock 
d435,"the dark side of the moon pink floyd rock gatefold cover with two posters and two stickers. different barcode and record industry code than . runouts are etched except ""37720"" ""xa"" and ""xb"" (x = number) which are stamped."
d436,the thrill of it all thunder (3) rock limited edition pink & clear double vinyl with unreleased bonus tracks. copies from uk store townsend music include an exclusive art card.
d437,"giving the game away thunder (3) rock limited edition green & mustard double vinyl, plus rare, deleted & unreleased bonus tracks. copies from uk store townsend music include an exclusive art card."
d438,vertumnus caesar malokarpatan rock recorded in various locations during 2022-2023. comes with 8-page booklet (c5 format)
d439,"crumb / locket crumb (9) jazz, rock, pop limited to 300 copies, hand numbered."
d440,"blood inside ulver electronic, rock includes a poster, a lyrics insert and a booklet."
d441,"lahai sampha electronic, funk / soul "
d442,"the comeback kid marnie stern rock vip club version, limited edition of 415 hand numbered copies."
d443,endless clowns (3) rock includes double sided sheet with lyrics and photos.
d444,"light, dark, light again angie mcmahon rock the circular violet hype sticker with white text adhered to the shrink wrap reads, ""limited edition violet vinyl"". sold directly via angie mcmahon's online merch stores. via sound-merch.com.au this limited edition violet vinyl also included a signed lyric card. rear sleeve: ""℗ + © 2023 gracie music under licence to awal recordings ltd."" the track positions are printed sequentially on the rear sleeve. compared to the digital release of this album, nearly all of the durations printed on the rear sleeve are too short by seven seconds or more (except a6)."
d445,"hotep blue iverson jazz, blues "
d446,indiana jones and the dial of destiny (original motion picture soundtrack) john williams (4) stage & screen sold only through disney music emporium
d447,"shooting at the sun thunder (3) rock limited edition purple & orange vinyl plus rare, deleted & unreleased bonus tracks. copies from uk store townsend music include an exclusive art card."
d448,like..? (deluxe) ice spice hip hop spotify fans first artist webstore exclusive - olive green pressing
d449,"all the little lights (anniversary edition) passenger (10) pop, folk, world, & country double 'sunrise' vinyl in a gatefold sleeve, made from 100% recycled materials. some versions came signed by passenger."
d450,"resavoir resavoir electronic, jazz limited edition of 555."
d451,god made me an animal better lovers rock limited to 500.
d452,"american gothic wayfarer (6) rock, folk, world, & country ""the definitive statement of western american metal."" matte lp jacket with silver foil embossing, spot gloss, fold out newsprint insert and download card as well as hype sticker on sleeve. black, white, silver color mix w/gold splatter vinyl 1st pressing"
d453,etoile noire luv resval hip hop 
d454,"i des king creosote rock, folk, world, & country "
d455,"""different now"" b/w ""this time of night"" courtney barnett rock suicide squeeze exclusive, limited to 1,000 on heavyweight vinyl. includes download card. side k engineered at okv central, philly. mixed at big blue, great falls."
d456,"revamped demi lovato rock, pop urban outfitters exclusive silver vinyl limited to 3,000 copies. made in canada (printed on shrink wrap)"
d457,"readysexgo marvelous 3 rock, pop 1,500 copies of this blue variant available. expanded edition of marvelous 3's 2000 album featuring 3 bonus tracks (d2, d3, d4)"
d458,"latenighttales groove armada electronic, funk / soul limited edition numbered reissue of this 2008 latenighttales compilation, on two white, 180gm vinyl discs. download code available on one of the disc covers, for mp3, wmv, and flac formats (mixed and unmixed tracks)."
d459,152 taking back sunday rock indie store variant - bone
d460,"anotherlatenight groove armada electronic, funk / soul, pop limited edition numbered reissue of this 2008 anotherlatenight compilation, on two white, 180gm vinyl discs. download code available on one of the disc covers, for mp3, wmv, and flac formats (mixed and unmixed tracks)."
d461,"hollywood bowl august 18, 1967 jimi hendrix experience rock [hype sticker:] ""the authorized hendrix family edition never before released performance. deluxe 12-page booklet includes unseen photographs and essay. pressed on 150-gram audiophile grade vinyl by quality record pressings. sourced from a newly discovered two-track soundboard recording. 19658831551s2"" this is the us edition, pressed by quality record pressings. for the eu release, with logo on back cover, see: ."
d462,laugh track the national rock limited-edition cherry tree member release
d463,"stabbing the drama soilwork rock 2023 reissue. red variant (edition of 1300). misprint info: jacket & labels list ""stalemate"" as a6 (actually b1, making entire b-side tracklist incorrect), and ""wherever thorns may grow"" (listed as b6) is not included in this vinyl reissue."
d464,shout at the devil mötley crüe rock limited edition box set made in the czech republic worldwide release
d465,"universal mother sinéad o'connor electronic, rock, pop track a2 contains a sample from ""dr jekyll"" by , written by . track b5 contains a sample of a speech performed by , two samples from the album soundtrack , written by harnick and bock, and a sample from ""straight no chaser"" by , written by . ℗1994 the copyright in this sound recording is owned by ensign records ltd. ©1994 ensign records ltd."
